Method-ID,Date,Trap,Sand_Fly_Species,Locality,Habitat,Blood_Meal_Source
PCR-1,5/20/11,sticky trap,Sergentomyia_clydei,Mykadra,periphery_of_village,negative
PCR-2,5/20/11,sticky trap,Sergentomyia_clydei,Mykadra,periphery_of_village,negative
PCR-3,5/20/11,sticky trap,Sergentomyia_clydei,Mykadra,periphery_of_village,negative
PCR-4,5/20/11,sticky trap,Sergentomyia_clydei,Mykadra,periphery_of_village,negative
PCR-5,5/20/11,sticky trap,Sergentomyia_clydei,Mykadra,periphery_of_village,negative
PCR-6,5/20/11,sticky trap,Sergentomyia_clydei,Mykadra,periphery_of_village,cow
PCR-7,5/20/11,sticky trap,Sergentomyia_clydei,Mykadra,farm_fields,negative
PCR-8,5/20/11,sticky trap,Sergentomyia_clydei,Mykadra,farm_fields,negative
PCR-9,5/26/11,sticky trap,Sergentomyia_schwetzi,Mykadra,in_village,negative
PCR-10,5/26/11,sticky trap,Phlebotomus_duboscqi,Mykadra,in_village,human
PCR-11,5/26/11,sticky trap,Sergentomyia_clydei,Mykadra,in_village,human
PCR-12,5/26/11,sticky trap,Sergentomyia_clydei,Mykadra,in_village,human + cow
PCR-13,5/26/11,sticky trap,Sergentomyia_clydei,Mykadra,in_village,human + cow
PCR-14,5/26/11,sticky trap,Sergentomyia_clydei,Mykadra,in_village,human + cow
PCR-15,5/26/11,sticky trap,Sergentomyia_clydei,Mykadra,in_village,negative
PCR-16,5/2/12,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,goat/sheep
PCR-17,5/3/12,sticky trap,Phlebotomus_papatasi,Adebay,periphery_of_village,negative
PCR-18,5/3/12,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,goat/sheep
PCR-19,5/4/12,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,goat/sheep
PCR-20,5/4/12,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,human + cow
PCR-21,5/4/12,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,human + cow
PCR-22,5/4/12,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,human + cow
PCR-23,5/4/12,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,negative
PCR-24,5/4/12,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,negative
PCR-25,5/4/12,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,negative
PCR-26,5/26/11,sticky trap,Sergentomyia_clydei,Mykadra,in_village,negative
PCR-27,5/26/11,sticky trap,Sergentomyia_africana,Mykadra,farm_fields,negative
PCR-28,5/26/11,sticky trap,Sergentomyia_clydei,Mykadra,farm_fields,negative
PCR-29,7/15/11,sticky trap,Phlebotomus_papatasi,Mykadra,in_village,human + cow
PCR-30,7/15/11,sticky trap,Sergentomyia_schwetzi,Mykadra,in_village,negative
PCR-31,7/15/11,sticky trap,Sergentomyia_schwetzi,Mykadra,in_village,negative
PCR-32,8/11/11,CDC light traps,Phlebotomus_orientalis,Mykadra,farm_fields,negative
PCR-33,5/20/11,CDC light traps,Phlebotomus_orientalis,Mykadra,farm_fields,negative
PCR-34,5/20/11,CDC light traps,Phlebotomus_orientalis,Mykadra,farm_fields,negative
PCR-35,7/15/11,CDC light traps,Phlebotomus_orientalis,Mykadra,farm_fields,negative
PCR-36,5/5/12,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,goat/sheep
PCR-37,5/6/12,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,cow
PCR-38,5/6/12,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,human
PCR-39,5/6/12,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,human
PCR-40,5/6/12,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,human
PCR-41,5/7/12,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,human
PCR-42,5/7/12,sticky trap,Phlebotomus_bergeroti,Adebay,periphery_of_village,negative
PCR-43,5/7/12,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,negative
PCR-44,5/7/12,sticky trap,Phlebotomus_bergeroti,Adebay,periphery_of_village,negative
PCR-45,5/7/12,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,human + cow
PCR-46,7/23/11,CDC light traps,Phlebotomus_orientalis,Mykadra,in_village,negative
PCR-47,11/13/11,sticky trap,Phlebotomus_papatasi,Mykadra,indoors,human + cow
PCR-48,11/17/11,sticky trap,Phlebotomus_papatasi,Mykadra,farm_fields,negative
PCR-49,11/23/11,sticky trap,Phlebotomus_papatasi,Mykadra,periphery_of_village,negative
PCR-50,11/22/11,sticky trap,Phlebotomus_papatasi,Mykadra,periphery_of_village,negative
PCR-51,1/28/12,sticky trap,Phlebotomus_papatasi,Mykadra,indoors,negative
PCR-52,5/21/11,sticky trap,Phlebotomus_orientalis,Mykadra,farm_fields,cow
PCR-53,5/25/11,sticky trap,Phlebotomus_orientalis,Mykadra,periphery_of_village,negative
PCR-54,5/21/11,sticky trap,Phlebotomus_papatasi,Mykadra,periphery_of_village,human + cow
PCR-55,5/25/11,sticky trap,Phlebotomus_orientalis,Mykadra,periphery_of_village,human + cow
PCR-56,5/7/12,sticky trap,Sergentomyia_schwetzi,Adebay,periphery_of_village,negative
PCR-57,5/7/12,sticky trap,Sergentomyia_clydei,Adebay,periphery_of_village,negative
PCR-58,5/7/12,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,negative
PCR-59,5/7/12,sticky trap,Sergentomyia_clydei,Adebay,periphery_of_village,negative
PCR-60,5/7/12,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,cow
PCR-61,5/12/18,CDC light traps,Phlebotomus_orientalis,Adebay,periphery_of_village,human
PCR-62,5/12/18,CDC light traps,Phlebotomus_orientalis,Adebay,periphery_of_village,human
PCR-63,5/12/18,CDC light traps,Phlebotomus_orientalis,Adebay,periphery_of_village,human
PCR-64,5/12/18,CDC light traps,Phlebotomus_orientalis,Adebay,periphery_of_village,negative
PCR-65,5/12/18,CDC light traps,Phlebotomus_lesleyae,Adebay,periphery_of_village,negative
PCR-66,5/12/18,CDC light traps,Phlebotomus_orientalis,Adebay,farm_fields,negative
PCR-67,5/12/18,CDC light traps,Phlebotomus_papatasi,Adebay,in_village,negative
PCR-68,5/12/18,CDC light traps,Phlebotomus_orientalis,Adebay,in_village,negative
PCR-69,5/12/18,CDC light traps,Phlebotomus_orientalis,Adebay,in_village,negative
PCR-70,5/12/18,CDC light traps,Phlebotomus_papatasi,Adebay,in_village,negative
PCR-71,5/12/18,CDC light traps,Phlebotomus_papatasi,Adebay,in_village,cow
PCR-72,5/12/18,CDC light traps,Phlebotomus_orientalis,Adebay,in_village,negative
PCR-73,5/12/18,CDC light traps,Phlebotomus_orientalis,Adebay,in_village,negative
PCR-74,5/12/18,CDC light traps,Phlebotomus_orientalis,Adebay,periphery_of_village,negative
PCR-75,5/12/18,CDC light traps,Phlebotomus_papatasi,Adebay,periphery_of_village,negative
PCR-76,6/30/11,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,negative
PCR-77,7/25/11,CDC light traps,Phlebotomus_orientalis,Adebay,in_village,cow
PCR-78,7/30/11,sticky trap,Phlebotomus_papatasi,Adebay,periphery_of_village,negative
PCR-79,7/27/11,CDC light traps,Phlebotomus_orientalis,Adebay,periphery_of_village,negative
PCR-80,12/28/11,sticky trap,Phlebotomus_duboscqi,Adebay,indoors,human
PCR-81,12/28/11,CDC light traps,Phlebotomus_papatasi,Adebay,in_village,cow
PCR-82,3/14/12,CDC light traps,Phlebotomus_papatasi,Adebay,in_village,cow
PCR-83,7/4/11,CDC light traps,Phlebotomus_bergeroti,Rawyan,in_village,human + cow
PCR-84,7/4/11,CDC light traps,Phlebotomus_orientalis,Rawyan,in_village,human + cow
PCR-85,7/19/11,CDC light traps,Phlebotomus_orientalis,Rawyan,in_village,human + cow
PCR-86,7/28/11,CDC light traps,Phlebotomus_orientalis,Rawyan,periphery_of_village,negative
PCR-87,7/28/11,CDC light traps,Phlebotomus_orientalis,Rawyan,periphery_of_village,negative
PCR-88,10/30/11,CDC light traps,Phlebotomus_orientalis,Rawyan,farm_fields,negative
PCR-89,11/8/11,CDC light traps,Phlebotomus_papatasi,Rawyan,periphery_of_village,human
PCR-90,11/18/11,CDC light traps,Phlebotomus_bergeroti,Rawyan,periphery_of_village,cow
PCR-91,10/13/11,CDC light traps,Phlebotomus_papatasi,Rawyan,indoors,cow
PCR-92,4/12/12,CDC light traps,Phlebotomus_orientalis,Rawyan,periphery_of_village,negative
PCR-93,5/29/11,CDC light traps,Phlebotomus_bergeroti,Rawyan,farm_fields,negative
PCR-94,6/25/11,CDC light traps,Phlebotomus_orientalis,Rawyan,periphery_of_village,negative
PCR-95,7/19/11,CDC light traps,Phlebotomus_bergeroti,Rawyan,periphery_of_village,negative
PCR-96,7/19/11,CDC light traps,Phlebotomus_papatasi,Rawyan,periphery_of_village,negative
PCR-97,7/19/11,CDC light traps,Phlebotomus_papatasi,Rawyan,periphery_of_village,negative
PCR-98,7/22/11,sticky trap,Phlebotomus_papatasi,Humera_town,periphery_of_village,negative
PCR-99,8/16/11,CDC light traps,Phlebotomus_orientalis,Humera_town,farm_fields,human
PCR-100,6/27/11,sticky trap,Phlebotomus_papatasi,Bereket,periphery_of_village,cow
PCR-101,6/27/11,sticky trap,Phlebotomus_papatasi,Bereket,periphery_of_village,cow
PCR-102,6/27/11,sticky trap,Phlebotomus_papatasi,Bereket,in_village,cow + camel
PCR-103,7/5/11,sticky trap,Phlebotomus_bergeroti,Bereket,periphery_of_village,camel
PCR-104,7/14/11,sticky trap,Phlebotomus_papatasi,Bereket,in_village,camel
PCR-105,7/14/11,sticky trap,Phlebotomus_papatasi,Bereket,in_village,negative
PCR-106,7/21/11,CDC light traps,Phlebotomus_papatasi,Bereket,periphery_of_village,cow
PCR-107,11/7/11,CDC light traps,Phlebotomus_papatasi,Bereket,in_village,negative
PCR-108,2/19/12,sticky trap,Phlebotomus_papatasi,Bereket,in_village,human
PCR-109,2/14/11,CDC light traps,Phlebotomus_papatasi,Bereket,in_village,cow + chicken
PCR-110,11/7/11,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,mouse + chicken
PCR-111,5/7/12,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,cow
PCR-112,5/7/12,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,cow + mouse
PCR-113,5/7/12,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,cow + mouse
PCR-114,5/7/12,sticky trap,Phlebotomus_orientalis,Adebay,periphery_of_village,cow + camel
ELISA-1,5/11/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow
ELISA-2,5/11/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow
ELISA-9,5/23/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow
ELISA-10,5/23/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow
ELISA-11,5/23/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow
ELISA-14,5/23/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow
ELISA-16,5/23/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow
ELISA-22,5/27/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow
ELISA-35,6/6/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow
ELISA-56,6/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow
ELISA-65,6/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,in_village,cow
ELISA-66,6/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,in_village,cow
ELISA-67,6/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow
ELISA-74,6/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,in_village,cow
ELISA-84,6/8/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,cow
ELISA-92,6/8/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow
ELISA-93,6/8/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow
ELISA-121,12/9/12,CDC light traps,Phlebotomus_orientalis ,Humera_town,farm_fields,cow
ELISA-226,4/6/12,CDC light traps,Phlebotomus_orientalis ,Adebay,in_village,cow
ELISA-360,6/4/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow
ELISA-406,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,in_village,cow
ELISA-80,6/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow
ELISA-137,5/14/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow
ELISA-149,5/14/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow
ELISA-220,4/6/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow
ELISA-227,4/6/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow
ELISA-396,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow
ELISA-475,6/4/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow
ELISA-459,5/31/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow
ELISA-8,5/23/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow + dog
ELISA-52,6/6/12,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,cow + dog
ELISA-447,1/14/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,cow + dog
ELISA-479,1/5/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow + dog
ELISA-5,5/23/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow + dog + donkey
ELISA-7,5/23/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow + dog + donkey
ELISA-172,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow + dog + donkey
ELISA-471,6/4/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow + dog + donkey
ELISA-482,12/2/12,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,cow + dog + donkey
ELISA-317,3/3/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,cow + dog + donkey
ELISA-318,3/3/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,cow + dog + donkey
ELISA-319,3/3/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,cow + dog + donkey
ELISA-320,3/3/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,cow + dog + donkey
ELISA-321,4/5/13,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,cow + dog + donkey
ELISA-322,4/5/13,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,cow + dog + donkey
ELISA-323,4/5/13,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,cow + dog + donkey
ELISA-324,4/5/13,CDC light traps,Phlebotomus_orientalis ,Bereket,farm_fields,cow + dog + donkey
ELISA-325,4/6/12,CDC light traps,Phlebotomus_orientalis ,Bereket,farm_fields,cow + dog + donkey
ELISA-326,4/6/12,CDC light traps,Phlebotomus_orientalis ,Bereket,farm_fields,cow + dog + donkey
ELISA-327,4/6/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,cow + dog + donkey
ELISA-328,4/6/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,cow + dog + donkey
ELISA-329,4/6/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,cow + dog + donkey
ELISA-330,4/5/13,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,cow + dog + donkey
ELISA-331,4/5/13,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,cow + dog + donkey
ELISA-332,4/5/13,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,cow + dog + donkey
ELISA-333,4/5/13,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,cow + dog + donkey
ELISA-334,4/5/13,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,cow + dog + donkey
ELISA-335,4/5/13,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,cow + dog + donkey
ELISA-357,6/4/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow + dog + donkey
ELISA-437,1/5/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow + dog + donkey
ELISA-442,5/31/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,cow + dog + donkey
ELISA-449,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,cow + dog + donkey
ELISA-453,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow + dog + donkey
ELISA-476,6/4/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow + dog + donkey
ELISA-237,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow + dog + donkey
ELISA-194,3/2/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow + dog + donkey
ELISA-207,1/12/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow + donkey
ELISA-212,1/12/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow + donkey
ELISA-223,4/6/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow + donkey
ELISA-105,5/14/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow + donkey
ELISA-122,1/5/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow + donkey
ELISA-175,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow + donkey
ELISA-219,4/6/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow + donkey
ELISA-233,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow + donkey
ELISA-234,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow + donkey
ELISA-268,4/6/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,cow + donkey
ELISA-275,3/11/12,CDC light traps,Phlebotomus_orientalis ,Mykadra,periphery_of_village,cow + donkey
ELISA-290,4/16/12,CDC light traps,Phlebotomus_orientalis ,Rawyan,periphery_of_village,cow + donkey
ELISA-309,1/5/12,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,cow + donkey
ELISA-389,3/7/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,cow + donkey
ELISA-191,3/2/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,dog
ELISA-302,2/2/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,dog
ELISA-379,3/7/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,dog
ELISA-388,3/7/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,dog
ELISA-407,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,dog
ELISA-408,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,dog
ELISA-457,3/7/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,dog
ELISA-462,5/31/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,dog
ELISA-488,6/4/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,dog
ELISA-6,5/23/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,dog + donkey
ELISA-139,5/14/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,dog + donkey
ELISA-162,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,dog + donkey
ELISA-179,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,dog + donkey
ELISA-211,1/12/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,dog + donkey
ELISA-259,4/5/13,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,dog + donkey
ELISA-411,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,dog + donkey
ELISA-412,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,dog + donkey
ELISA-493,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,dog + donkey
ELISA-123,12/9/12,CDC light traps,Phlebotomus_orientalis ,Humera_town,farm_fields,dog + donkey
ELISA-170,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,dog + donkey
ELISA-316,6/6/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,dog + donkey
ELISA-448,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,dog + donkey
ELISA-452,4/28/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,dog + donkey
ELISA-464,5/31/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,dog + donkey
ELISA-141,5/14/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,dog + goat/sheep
ELISA-376,3/7/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,dog + goat/sheep
ELISA-387,3/7/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,dog + goat/sheep
ELISA-419,2/6/12,CDC light traps,Phlebotomus_orientalis ,Rawyan,periphery_of_village,dog + goat/sheep
ELISA-440,5/31/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,dog + goat/sheep
ELISA-36,6/6/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-37,6/6/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-38,6/6/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-125,3/4/13,CDC light traps,Phlebotomus_orientalis ,Adebay,in_village,donkey
ELISA-126,5/14/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-127,5/14/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-151,5/14/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-152,6/8/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-164,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-165,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,donkey
ELISA-178,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-183,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-185,4/3/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-196,3/2/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-197,3/2/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-200,3/2/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-206,1/12/13,CDC light traps,Phlebotomus_orientalis ,Adebay,farm_fields,donkey
ELISA-209,1/12/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-214,1/12/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-216,1/12/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-217,1/12/13,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-218,4/6/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-222,4/6/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-224,4/6/12,CDC light traps,Phlebotomus_orientalis ,Adebay,in_village,donkey
ELISA-235,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-238,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-239,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-240,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,in_village,donkey
ELISA-241,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,in_village,donkey
ELISA-243,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-244,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-245,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-247,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-248,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-250,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-252,3/9/12,CDC light traps,Phlebotomus_orientalis ,Adebay,periphery_of_village,donkey
ELISA-253,3/3/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-254,3/3/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-255,3/3/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-256,3/3/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-257,3/3/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-258,4/5/13,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-260,4/5/13,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-261,4/5/13,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-262,4/5/13,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-263,4/6/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-264,4/6/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-265,4/6/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-266,4/6/12,CDC light traps,Phlebotomus_orientalis ,Bereket,periphery_of_village,donkey
ELISA-272,3/11/12,CDC light traps,Phlebotomus_orientalis ,Mykadra,periphery_of_village,donkey
ELISA-274,3/11/12,CDC light traps,Phlebotomus_orientalis ,Mykadra,periphery_of_village,donkey
ELISA-277,3/11/12,CDC light traps,Phlebotomus_orientalis ,Mykadra,periphery_of_village,donkey
ELISA-282,4/24/12,CDC light traps,Phlebotomus_orientalis ,Mykadra,periphery_of_village,donkey
ELISA-286,4/16/12,CDC light traps,Phlebotomus_orientalis ,Rawyan,periphery_of_village,donkey
ELISA-291,4/16/12,CDC light traps,Phlebotomus_orientalis ,Rawyan,periphery_of_village,donkey
ELISA-296,4/16/12,CDC light traps,Phlebotomus_orientalis ,Rawyan,periphery_of_village,donkey
